index,City,Date,Card Type,Exp Type,Gender,Amount,Year,Month
5731,"Bengaluru, India",11-06-2014,Signature,Bills,F,109370,2014,June
5732,"Delhi, India",09-07-2014,Platinum,Fuel,F,226908,2014,July
5733,"Ahmedabad, India",12-10-2013,Silver,Grocery,F,252655,2013,October
5734,"Greater Mumbai, India",07-04-2014,Platinum,Fuel,F,249152,2014,April
5735,"Delhi, India",20-12-2014,Gold,Entertainment,F,169872,2014,December
5736,"Bengaluru, India",31-01-2015,Signature,Fuel,M,176187,2015,January
5737,"Bengaluru, India",17-02-2014,Silver,Fuel,M,241143,2014,February
5738,"Greater Mumbai, India",11-07-2014,Gold,Bills,F,148011,2014,July
5739,"Ahmedabad, India",01-04-2015,Platinum,Food,F,225527,2015,April
5740,"Ahmedabad, India",26-01-2015,Platinum,Grocery,F,178944,2015,January
5741,"Delhi, India",13-11-2013,Signature,Fuel,F,152771,2013,November
5742,"Bengaluru, India",17-02-2015,Platinum,Entertainment,F,115312,2015,February
5743,"Ahmedabad, India",25-12-2013,Gold,Entertainment,F,137061,2013,December
5744,"Delhi, India",19-03-2014,Platinum,Bills,F,214242,2014,March
5745,"Greater Mumbai, India",16-02-2015,Silver,Food,F,49810,2015,February
5746,"Bengaluru, India",14-11-2013,Silver,Grocery,M,167054,2013,November
5747,"Ahmedabad, India",20-10-2013,Platinum,Fuel,M,127914,2013,October
5748,"Greater Mumbai, India",24-04-2015,Signature,Fuel,F,287518,2015,April
5749,"Ahmedabad, India",29-09-2014,Silver,Bills,F,267192,2014,September
5750,"Delhi, India",17-02-2014,Silver,Entertainment,F,289592,2014,February
5751,"Greater Mumbai, India",23-10-2013,Signature,Grocery,M,59382,2013,October
5752,"Bengaluru, India",02-11-2013,Gold,Food,F,251404,2013,November
5753,"Bengaluru, India",01-01-2015,Gold,Fuel,M,287672,2015,January
5754,"Bengaluru, India",03-06-2014,Silver,Food,M,70620,2014,June
5755,"Delhi, India",08-02-2014,Platinum,Fuel,F,276476,2014,February
5756,"Bengaluru, India",01-02-2014,Signature,Grocery,M,132157,2014,February
5757,"Greater Mumbai, India",20-12-2013,Platinum,Food,F,87369,2013,December
5758,"Greater Mumbai, India",18-05-2014,Platinum,Grocery,M,151549,2014,May
5759,"Ahmedabad, India",02-11-2014,Silver,Entertainment,F,43417,2014,November
5760,"Bengaluru, India",15-03-2015,Signature,Entertainment,M,54004,2015,March
5761,"Bengaluru, India",25-08-2014,Signature,Entertainment,F,201939,2014,August
5762,"Delhi, India",05-07-2014,Silver,Entertainment,M,18110,2014,July
5763,"Ahmedabad, India",07-11-2014,Silver,Fuel,F,113164,2014,November
5764,"Bengaluru, India",10-02-2015,Gold,Fuel,F,281134,2015,February
5765,"Bengaluru, India",31-12-2013,Silver,Bills,F,69678,2013,December
5766,"Delhi, India",13-05-2014,Silver,Grocery,M,280679,2014,May
5767,"Greater Mumbai, India",15-02-2015,Platinum,Food,F,174612,2015,February
5768,"Greater Mumbai, India",11-10-2014,Signature,Fuel,F,156046,2014,October
5769,"Greater Mumbai, India",26-03-2015,Gold,Grocery,M,174093,2015,March
5770,"Delhi, India",27-12-2013,Signature,Fuel,M,70444,2013,December
5771,"Delhi, India",05-11-2013,Platinum,Fuel,M,56482,2013,November
5772,"Ahmedabad, India",23-04-2015,Platinum,Fuel,F,196617,2015,April
5773,"Delhi, India",26-05-2015,Platinum,Food,M,299056,2015,May
5774,"Bengaluru, India",24-02-2014,Gold,Food,F,122332,2014,February
5775,"Ahmedabad, India",27-01-2014,Gold,Food,M,264200,2014,January
5776,"Greater Mumbai, India",21-04-2014,Gold,Grocery,F,277276,2014,April
5777,"Ahmedabad, India",22-01-2015,Platinum,Fuel,M,261143,2015,January
5778,"Bengaluru, India",17-09-2014,Platinum,Fuel,F,44951,2014,September
5779,"Greater Mumbai, India",11-05-2014,Platinum,Food,F,220832,2014,May
5780,"Ahmedabad, India",28-09-2014,Signature,Food,M,198478,2014,September
5781,"Delhi, India",29-12-2013,Gold,Bills,M,111614,2013,December
5782,"Bengaluru, India",18-07-2014,Platinum,Entertainment,M,248026,2014,July
5783,"Ahmedabad, India",03-01-2015,Signature,Food,M,294580,2015,January
5784,"Bengaluru, India",13-10-2014,Silver,Fuel,F,10521,2014,October
5785,"Delhi, India",19-10-2014,Silver,Entertainment,F,295309,2014,October
5786,"Bengaluru, India",24-03-2015,Silver,Entertainment,M,241198,2015,March
5787,"Bengaluru, India",28-11-2013,Platinum,Bills,M,65104,2013,November
5788,"Bengaluru, India",24-05-2015,Gold,Fuel,M,30995,2015,May
5789,"Ahmedabad, India",27-08-2014,Platinum,Bills,M,120076,2014,August
5790,"Greater Mumbai, India",13-12-2014,Platinum,Entertainment,M,283204,2014,December
5791,"Delhi, India",26-11-2014,Silver,Entertainment,M,210074,2014,November
5792,"Delhi, India",28-01-2014,Platinum,Bills,M,194524,2014,January
5793,"Greater Mumbai, India",16-01-2015,Signature,Bills,M,62524,2015,January
5794,"Delhi, India",05-06-2014,Silver,Grocery,F,223594,2014,June
5795,"Ahmedabad, India",07-04-2015,Signature,Entertainment,M,166405,2015,April
5796,"Ahmedabad, India",02-01-2014,Platinum,Bills,F,208786,2014,January
5797,"Delhi, India",11-09-2014,Gold,Grocery,M,244563,2014,September
5798,"Greater Mumbai, India",04-10-2013,Platinum,Grocery,F,52423,2013,October
5799,"Bengaluru, India",16-08-2014,Silver,Entertainment,M,20195,2014,August
5800,"Greater Mumbai, India",28-10-2014,Silver,Bills,M,88410,2014,October
5801,"Delhi, India",09-06-2014,Gold,Entertainment,M,103845,2014,June
5802,"Bengaluru, India",28-03-2014,Platinum,Entertainment,F,33708,2014,March
5803,"Delhi, India",16-05-2015,Platinum,Bills,F,147289,2015,May
5804,"Delhi, India",29-01-2014,Signature,Bills,F,76388,2014,January
5805,"Greater Mumbai, India",27-08-2014,Silver,Fuel,M,116355,2014,August
5806,"Ahmedabad, India",07-03-2015,Signature,Bills,M,201433,2015,March
5807,"Greater Mumbai, India",07-02-2014,Signature,Bills,M,77802,2014,February
5808,"Greater Mumbai, India",14-03-2014,Platinum,Entertainment,F,174403,2014,March
5809,"Bengaluru, India",14-01-2015,Silver,Entertainment,F,251908,2015,January
5810,"Delhi, India",19-01-2015,Gold,Bills,F,116792,2015,January
5811,"Delhi, India",27-02-2015,Platinum,Bills,F,109739,2015,February
5812,"Greater Mumbai, India",11-01-2015,Silver,Food,M,73828,2015,January
5813,"Delhi, India",20-02-2014,Silver,Bills,F,282352,2014,February
5814,"Ahmedabad, India",12-10-2014,Silver,Food,M,256172,2014,October
5815,"Greater Mumbai, India",05-10-2014,Signature,Entertainment,F,47154,2014,October
5816,"Bengaluru, India",02-04-2015,Platinum,Food,F,180334,2015,April
5817,"Greater Mumbai, India",14-04-2014,Signature,Entertainment,F,172935,2014,April
5818,"Ahmedabad, India",17-11-2014,Signature,Fuel,F,38079,2014,November
5819,"Greater Mumbai, India",29-07-2014,Gold,Fuel,M,247823,2014,July
5820,"Delhi, India",19-08-2014,Silver,Bills,F,44916,2014,August
5821,"Delhi, India",14-03-2014,Platinum,Bills,F,19797,2014,March
5822,"Bengaluru, India",27-10-2014,Silver,Grocery,M,130969,2014,October
5823,"Ahmedabad, India",15-05-2014,Silver,Grocery,M,85110,2014,May
5824,"Ahmedabad, India",29-04-2015,Signature,Food,F,49404,2015,April
5825,"Greater Mumbai, India",18-04-2014,Gold,Grocery,M,196334,2014,April
5826,"Greater Mumbai, India",26-10-2013,Platinum,Food,M,60841,2013,October
5827,"Bengaluru, India",21-03-2015,Signature,Food,F,11517,2015,March
5828,"Greater Mumbai, India",07-12-2014,Platinum,Entertainment,M,205090,2014,December
5829,"Delhi, India",12-02-2014,Platinum,Entertainment,M,159208,2014,February
5830,"Greater Mumbai, India",03-05-2015,Silver,Fuel,M,57070,2015,May
5831,"Bengaluru, India",09-11-2014,Gold,Entertainment,F,147920,2014,November
5832,"Bengaluru, India",23-03-2014,Platinum,Grocery,M,228214,2014,March
5833,"Bengaluru, India",19-01-2014,Platinum,Food,M,71124,2014,January
5834,"Ahmedabad, India",04-04-2014,Silver,Fuel,F,201668,2014,April
5835,"Delhi, India",27-11-2014,Signature,Grocery,F,190844,2014,November
5836,"Greater Mumbai, India",05-01-2014,Signature,Grocery,M,73746,2014,January
5837,"Ahmedabad, India",01-01-2014,Signature,Bills,M,73692,2014,January
5838,"Bengaluru, India",29-09-2014,Signature,Bills,M,277289,2014,September
5839,"Delhi, India",26-02-2015,Silver,Food,F,179085,2015,February
5840,"Ahmedabad, India",05-01-2015,Silver,Entertainment,M,189228,2015,January
5841,"Greater Mumbai, India",01-03-2015,Silver,Grocery,F,136410,2015,March
5842,"Ahmedabad, India",08-10-2014,Silver,Grocery,M,18931,2014,October
5843,"Delhi, India",15-10-2013,Signature,Bills,F,81072,2013,October
5844,"Ahmedabad, India",19-04-2014,Silver,Grocery,F,115482,2014,April
5845,"Greater Mumbai, India",01-03-2015,Gold,Entertainment,M,114579,2015,March
5846,"Delhi, India",10-07-2014,Signature,Food,F,271216,2014,July
5847,"Ahmedabad, India",27-07-2014,Silver,Bills,F,165086,2014,July
5848,"Ahmedabad, India",26-09-2014,Silver,Fuel,F,260265,2014,September
5849,"Bengaluru, India",11-10-2014,Silver,Bills,M,97611,2014,October
5850,"Delhi, India",01-04-2014,Silver,Grocery,M,72581,2014,April
5851,"Bengaluru, India",12-07-2014,Signature,Food,M,198893,2014,July
5852,"Ahmedabad, India",14-11-2013,Signature,Fuel,M,170975,2013,November
5853,"Greater Mumbai, India",02-02-2015,Signature,Grocery,M,215296,2015,February
5854,"Bengaluru, India",30-04-2014,Signature,Entertainment,F,278718,2014,April
5855,"Greater Mumbai, India",14-09-2014,Platinum,Food,M,216271,2014,September
5856,"Ahmedabad, India",21-05-2015,Platinum,Entertainment,F,236808,2015,May
5857,"Greater Mumbai, India",13-06-2014,Platinum,Bills,M,118644,2014,June
5858,"Greater Mumbai, India",19-01-2015,Silver,Fuel,M,20292,2015,January
5859,"Ahmedabad, India",03-04-2014,Platinum,Fuel,M,143739,2014,April
5860,"Delhi, India",08-10-2013,Platinum,Bills,F,136828,2013,October
5861,"Greater Mumbai, India",04-11-2014,Platinum,Bills,F,46391,2014,November
5862,"Greater Mumbai, India",23-11-2013,Signature,Grocery,F,270421,2013,November
5863,"Ahmedabad, India",07-02-2015,Platinum,Fuel,M,77683,2015,February
5864,"Greater Mumbai, India",10-12-2013,Signature,Entertainment,F,214789,2013,December
5865,"Ahmedabad, India",20-11-2013,Signature,Fuel,F,268450,2013,November
5866,"Ahmedabad, India",26-11-2014,Signature,Bills,M,163904,2014,November
5867,"Delhi, India",09-07-2014,Platinum,Entertainment,M,226314,2014,July
5868,"Bengaluru, India",07-06-2014,Platinum,Fuel,M,32557,2014,June
5869,"Bengaluru, India",11-02-2014,Platinum,Bills,M,8174,2014,February
5870,"Bengaluru, India",24-10-2013,Silver,Fuel,F,111010,2013,October
5871,"Ahmedabad, India",21-07-2014,Platinum,Fuel,F,38088,2014,July
5872,"Greater Mumbai, India",18-09-2014,Silver,Food,F,65961,2014,September
5873,"Ahmedabad, India",10-01-2015,Silver,Food,M,182686,2015,January
5874,"Delhi, India",14-05-2015,Gold,Food,F,219763,2015,May
5875,"Delhi, India",12-11-2013,Silver,Fuel,M,100951,2013,November
5876,"Delhi, India",05-12-2013,Silver,Entertainment,F,176495,2013,December
5877,"Ahmedabad, India",08-04-2015,Silver,Fuel,M,35984,2015,April
5878,"Greater Mumbai, India",17-01-2014,Platinum,Food,F,128488,2014,January
5879,"Ahmedabad, India",15-01-2015,Gold,Entertainment,M,129893,2015,January
5880,"Bengaluru, India",08-11-2014,Platinum,Entertainment,M,242005,2014,November
5881,"Ahmedabad, India",30-03-2015,Silver,Entertainment,M,298112,2015,March
5882,"Bengaluru, India",07-04-2015,Signature,Fuel,M,81121,2015,April
5883,"Bengaluru, India",06-12-2014,Signature,Fuel,F,152225,2014,December
5884,"Greater Mumbai, India",19-11-2013,Platinum,Grocery,F,273383,2013,November
5885,"Greater Mumbai, India",25-10-2013,Silver,Bills,F,154879,2013,October
5886,"Greater Mumbai, India",01-12-2013,Platinum,Fuel,M,23427,2013,December
5887,"Greater Mumbai, India",05-11-2013,Gold,Food,F,52417,2013,November
5888,"Bengaluru, India",21-10-2014,Gold,Grocery,F,218306,2014,October
5889,"Ahmedabad, India",17-06-2014,Gold,Grocery,M,240454,2014,June
5890,"Greater Mumbai, India",14-01-2015,Gold,Fuel,M,51258,2015,January
5891,"Ahmedabad, India",03-01-2015,Signature,Entertainment,F,132760,2015,January
5892,"Ahmedabad, India",03-11-2014,Platinum,Grocery,F,123482,2014,November
5893,"Bengaluru, India",18-12-2013,Platinum,Food,M,289610,2013,December
5894,"Greater Mumbai, India",01-07-2014,Gold,Entertainment,M,248849,2014,July
5895,"Greater Mumbai, India",02-03-2015,Gold,Food,F,38655,2015,March
5896,"Ahmedabad, India",05-04-2014,Silver,Fuel,F,192357,2014,April
5897,"Ahmedabad, India",23-11-2013,Silver,Fuel,F,142874,2013,November
5898,"Greater Mumbai, India",15-12-2014,Silver,Entertainment,M,232906,2014,December
5899,"Delhi, India",17-10-2014,Platinum,Fuel,M,151112,2014,October
5900,"Delhi, India",31-03-2014,Gold,Entertainment,M,273365,2014,March
5901,"Greater Mumbai, India",31-03-2014,Silver,Grocery,F,71137,2014,March
5902,"Bengaluru, India",11-11-2014,Signature,Grocery,M,246486,2014,November
5903,"Bengaluru, India",24-05-2014,Silver,Entertainment,F,106251,2014,May
5904,"Bengaluru, India",11-02-2015,Gold,Bills,M,146502,2015,February
5905,"Delhi, India",19-11-2013,Gold,Bills,F,259680,2013,November
5906,"Bengaluru, India",10-02-2015,Silver,Food,M,203404,2015,February
5907,"Delhi, India",16-02-2014,Silver,Food,F,134457,2014,February
5908,"Greater Mumbai, India",09-03-2015,Signature,Food,M,165037,2015,March
5909,"Greater Mumbai, India",28-02-2014,Silver,Grocery,F,133304,2014,February
5910,"Delhi, India",22-04-2014,Signature,Bills,M,16154,2014,April
5911,"Bengaluru, India",10-11-2013,Signature,Food,F,26796,2013,November
5912,"Bengaluru, India",10-08-2014,Platinum,Fuel,M,84033,2014,August
5913,"Greater Mumbai, India",29-01-2014,Platinum,Food,M,55689,2014,January
5914,"Delhi, India",22-05-2014,Silver,Fuel,M,85398,2014,May
5915,"Ahmedabad, India",25-11-2014,Gold,Entertainment,M,66656,2014,November
5916,"Ahmedabad, India",18-05-2015,Platinum,Fuel,M,95552,2015,May
5917,"Bengaluru, India",26-07-2014,Silver,Bills,M,167036,2014,July
5918,"Bengaluru, India",24-02-2015,Silver,Grocery,M,254790,2015,February
5919,"Greater Mumbai, India",31-05-2014,Silver,Food,F,240696,2014,May
5920,"Ahmedabad, India",05-10-2013,Signature,Entertainment,M,261523,2013,October
5921,"Ahmedabad, India",28-11-2013,Signature,Entertainment,M,160680,2013,November
5922,"Greater Mumbai, India",14-08-2014,Signature,Fuel,F,100748,2014,August
5923,"Ahmedabad, India",16-03-2014,Gold,Entertainment,M,237689,2014,March
5924,"Ahmedabad, India",21-12-2014,Gold,Grocery,M,243058,2014,December
5925,"Delhi, India",23-11-2014,Signature,Entertainment,M,250415,2014,November
5926,"Greater Mumbai, India",21-12-2013,Gold,Entertainment,M,118163,2013,December
5927,"Delhi, India",28-07-2014,Silver,Grocery,F,106556,2014,July
5928,"Ahmedabad, India",30-03-2015,Signature,Food,F,104254,2015,March
5929,"Delhi, India",22-10-2014,Platinum,Bills,M,123452,2014,October
5930,"Greater Mumbai, India",18-06-2014,Gold,Bills,F,55221,2014,June
5931,"Delhi, India",21-12-2013,Signature,Food,F,257426,2013,December
5932,"Bengaluru, India",10-03-2015,Platinum,Fuel,F,165467,2015,March
5933,"Bengaluru, India",18-03-2014,Signature,Food,M,248403,2014,March
5934,"Bengaluru, India",28-06-2014,Silver,Fuel,M,93943,2014,June
5935,"Ahmedabad, India",10-05-2015,Platinum,Entertainment,M,141839,2015,May
5936,"Ahmedabad, India",14-04-2014,Gold,Bills,F,135442,2014,April
5937,"Delhi, India",13-07-2014,Signature,Grocery,M,143138,2014,July
5938,"Greater Mumbai, India",16-01-2015,Gold,Food,F,9706,2015,January
5939,"Ahmedabad, India",31-10-2013,Silver,Fuel,F,118753,2013,October
5940,"Greater Mumbai, India",23-12-2014,Silver,Bills,F,177990,2014,December
5941,"Delhi, India",03-02-2015,Platinum,Entertainment,M,248907,2015,February
5942,"Bengaluru, India",13-01-2015,Platinum,Food,M,267270,2015,January
5943,"Bengaluru, India",30-10-2014,Gold,Bills,F,112654,2014,October
5944,"Bengaluru, India",23-12-2014,Gold,Fuel,M,142153,2014,December
5945,"Delhi, India",01-04-2015,Silver,Entertainment,M,17680,2015,April
5946,"Bengaluru, India",03-05-2015,Gold,Grocery,M,74387,2015,May
5947,"Bengaluru, India",16-04-2015,Gold,Bills,F,217924,2015,April
5948,"Ahmedabad, India",23-08-2014,Platinum,Food,F,58449,2014,August
5949,"Greater Mumbai, India",13-02-2015,Silver,Entertainment,F,176193,2015,February
5950,"Bengaluru, India",05-11-2013,Silver,Grocery,F,273139,2013,November
5951,"Delhi, India",07-03-2014,Signature,Fuel,F,100880,2014,March
5952,"Ahmedabad, India",18-08-2014,Platinum,Fuel,M,71360,2014,August
5953,"Greater Mumbai, India",26-12-2014,Gold,Grocery,F,81157,2014,December
5954,"Ahmedabad, India",11-02-2015,Gold,Food,F,192414,2015,February
5955,"Delhi, India",05-04-2015,Platinum,Entertainment,F,85403,2015,April
5956,"Delhi, India",21-05-2015,Platinum,Entertainment,M,27147,2015,May
5957,"Delhi, India",06-03-2015,Platinum,Fuel,M,95877,2015,March
5958,"Bengaluru, India",25-12-2014,Platinum,Food,F,292838,2014,December
5959,"Delhi, India",29-03-2015,Platinum,Bills,M,181191,2015,March
5960,"Bengaluru, India",02-11-2014,Platinum,Bills,M,13919,2014,November
5961,"Ahmedabad, India",17-05-2014,Silver,Fuel,F,89928,2014,May
5962,"Greater Mumbai, India",15-08-2014,Platinum,Food,F,191752,2014,August
5963,"Ahmedabad, India",11-03-2015,Gold,Bills,F,41080,2015,March
5964,"Ahmedabad, India",14-12-2013,Gold,Bills,F,137282,2013,December
5965,"Ahmedabad, India",12-10-2014,Gold,Entertainment,M,219812,2014,October
5966,"Greater Mumbai, India",23-01-2014,Silver,Entertainment,M,244321,2014,January
5967,"Delhi, India",17-04-2015,Gold,Bills,M,115674,2015,April
5968,"Greater Mumbai, India",29-08-2014,Signature,Food,M,88965,2014,August
5969,"Bengaluru, India",11-12-2013,Silver,Fuel,M,134551,2013,December
5970,"Ahmedabad, India",03-04-2015,Silver,Food,F,138823,2015,April
5971,"Ahmedabad, India",12-02-2014,Platinum,Fuel,M,209163,2014,February
5972,"Bengaluru, India",05-05-2014,Platinum,Fuel,M,67461,2014,May
5973,"Greater Mumbai, India",03-09-2014,Signature,Food,F,287125,2014,September
5974,"Ahmedabad, India",13-11-2014,Gold,Bills,F,76052,2014,November
5975,"Delhi, India",13-05-2015,Gold,Entertainment,M,268010,2015,May
5976,"Greater Mumbai, India",13-05-2014,Gold,Entertainment,F,214912,2014,May
5977,"Bengaluru, India",06-08-2014,Silver,Fuel,F,255356,2014,August
5978,"Delhi, India",26-12-2013,Platinum,Bills,F,206998,2013,December
5979,"Bengaluru, India",11-12-2014,Silver,Grocery,F,168875,2014,December
5980,"Ahmedabad, India",08-11-2014,Signature,Food,F,203159,2014,November
5981,"Delhi, India",17-03-2014,Silver,Food,M,11985,2014,March
5982,"Ahmedabad, India",11-02-2014,Silver,Food,F,269930,2014,February
5983,"Ahmedabad, India",20-06-2014,Gold,Entertainment,M,55147,2014,June
5984,"Delhi, India",02-03-2015,Silver,Grocery,F,15170,2015,March
5985,"Ahmedabad, India",20-05-2015,Gold,Entertainment,M,56381,2015,May
5986,"Delhi, India",31-07-2014,Silver,Grocery,M,186618,2014,July
5987,"Greater Mumbai, India",14-08-2014,Gold,Entertainment,M,105690,2014,August
5988,"Ahmedabad, India",13-10-2013,Platinum,Bills,F,31352,2013,October
5989,"Greater Mumbai, India",05-10-2014,Signature,Entertainment,F,58763,2014,October
5990,"Delhi, India",26-08-2014,Silver,Bills,F,228302,2014,August
5991,"Greater Mumbai, India",26-02-2015,Signature,Food,F,156609,2015,February
5992,"Ahmedabad, India",11-02-2014,Signature,Grocery,F,211401,2014,February
5993,"Greater Mumbai, India",04-01-2014,Silver,Food,F,218229,2014,January
